txn_id,razorpay_payment_id,timestamp,device_id,ip_address,agent_type,amount,amount_slab,payment_method,upi_app,bank,status,error_code,fraud_score,is_suspicious,has_upi_switching,switching_pct,has_high_velocity,velocity_count,hour_of_day,is_night_transaction,is_weekend,attempt_count,payment_method_enc,upi_app_enc,bank_enc,status_enc,amount_slab_enc,iso_anomaly,iso_risk_score,iso_flag,rule_flag
6104,pay_1QQFJ62FO19MR4,2025-12-24 19:16:23.851929,device_8d85900a-d6f3-42,103.249.152.235,dormant,3911.16,very_large,upi,Paytm,SBI,failed,BAD_REQUEST_ERROR,7.0,False,True,50.0,False,0,19,0,0,4,0,4,7,0,3,-1,0.05851005706125545,1,0
6103,pay_9CMD1LGSPUSSIA,2025-12-24 19:16:22.554846,device_a3b0df17-725f-49,103.204.78.17,dormant,903.52,large,upi,PayZapp,Canara,success,NONE,14.0,False,True,87.5,True,7,19,0,0,10,0,3,2,1,0,1,-0.06648601416810523,0,0
6102,pay_0XSFWLPMJS4QDK,2025-12-24 19:16:22.219586,device_6bec2a19-fbdb-45,103.8.255.218,normal,479.54,medium,upi,PhonePe,SBI,success,NONE,7.0,False,True,75.0,False,0,19,0,0,6,0,5,7,1,1,1,-0.09042739932184557,0,0
6101,pay_IME2LDKXJTHFMT,2025-12-24 19:16:20.502317,device_c78bc216-7ae8-48,103.219.23.3,dormant,1049.27,large,upi,PayZapp,Kotak,failed,TRANSACTION_DECLINED,7.0,False,True,100.0,False,0,19,0,0,5,0,3,5,0,0,1,-0.05245321530658864,0,0
6100,pay_RDZQMQZSFQJF5N,2025-12-24 19:16:19.985495,device_ad8e64ce-1785-40,103.96.147.55,dormant,1340.88,large,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,66.67,False,0,19,0,0,5,0,0,4,1,0,1,-0.05005513260490724,0,0
6099,pay_0T8DRWA82Q8J9R,2025-12-24 19:16:19.687995,device_f986e74f-0410-45,103.39.85.228,normal,818.97,large,upi,Paytm,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,4,5,1,0,1,-0.09139928960535687,0,0
6098,pay_H5I3P9QZ7JY9V7,2025-12-24 19:16:19.646862,device_98329875-2516-4d,103.6.14.162,dormant,56.12,medium,upi,Paytm,Canara,success,NONE,14.0,False,True,75.0,True,7,19,0,0,10,0,4,2,1,1,1,-0.09956314180463299,0,0
6097,pay_IRU50SA3FIC4EO,2025-12-24 19:16:19.103475,device_e6cd67b5-6117-4d,103.56.168.232,dormant,504.26,large,upi,Paytm,Axis,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,4,0,1,0,1,-0.06852078598589484,0,0
6096,pay_4EUHK1CNEMIJ6Y,2025-12-24 19:16:18.436945,device_c43078c7-ea54-4a,103.245.141.81,dormant,161.48,medium,upi,PhonePe,SBI,success,NONE,17.0,False,True,100.0,False,0,19,0,0,4,0,5,7,1,1,1,-0.09120296939908351,0,0
6095,pay_LT4NC3QTLVTR4V,2025-12-24 19:16:16.818793,device_44006e84-b289-45,103.106.16.66,normal,1697.12,large,upi,GPay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,2,5,1,0,1,-0.07792385761070791,0,0
6094,pay_0VM1OBPZYGR94Z,2025-12-24 19:16:16.397261,device_8d85900a-d6f3-42,103.249.152.235,dormant,286.74,medium,upi,WhatsApp Pay,Axis,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,6,0,1,1,1,-0.07717161087711077,0,0
6093,pay_3M7SG1M4814HCA,2025-12-24 19:16:16.171629,device_af5deff8-284a-4a,103.248.131.250,dormant,1895.5,large,upi,PayZapp,PNB,success,NONE,14.0,False,True,66.67,True,5,19,0,0,8,0,3,6,1,0,1,-0.024914253279710752,0,0
6092,pay_RX145GF43PO6AR,2025-12-24 19:16:15.696533,device_a3b0df17-725f-49,103.204.78.17,dormant,1064.86,large,upi,Amazon Pay,SBI,failed,GATEWAY_ERROR,14.0,False,True,85.71,True,6,19,0,0,9,0,0,7,0,0,1,-0.00554701821152126,0,0
6091,pay_WA5Y7M6RWP07JI,2025-12-24 19:16:14.705401,device_fc1e0756-3b17-42,103.109.70.237,normal,159.45,medium,upi,BHIM,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,1,3,1,1,1,-0.11737556367135776,0,0
6090,pay_0OG68D3A3QF4GD,2025-12-24 19:16:13.689853,device_98329875-2516-4d,103.6.14.162,dormant,1865.51,large,upi,Amazon Pay,SBI,success,NONE,14.0,False,True,71.43,True,6,19,0,0,9,0,0,7,1,0,-1,0.0023424297482356193,1,0
6089,pay_N8F610XH6KBC0Z,2025-12-24 19:16:12.662492,device_ad8e64ce-1785-40,103.96.147.55,dormant,1874.32,large,upi,BHIM,Kotak,success,NONE,7.0,False,True,50.0,False,0,19,0,0,4,0,1,5,1,0,1,-0.03409633537330359,0,0
6088,pay_0ZWY09DD2Z28L2,2025-12-24 19:16:11.927991,device_c43078c7-ea54-4a,103.245.141.81,dormant,1712.51,large,upi,PayZapp,ICICI,failed,BAD_REQUEST_ERROR,7.0,False,True,100.0,False,0,19,0,0,3,0,3,4,0,0,1,-0.04051451753284796,0,0
6087,pay_B9CU1258H55AJ2,2025-12-24 19:16:11.752290,device_c78bc216-7ae8-48,103.219.23.3,dormant,5700.54,very_large,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,6,5,1,3,-1,0.028885963907046452,1,0
6086,pay_273DPWDRAZ7XBJ,2025-12-24 19:16:11.715177,device_ab3af891-9f79-42,103.218.220.236,normal,56.45,medium,upi,Amazon Pay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,0,7,1,1,1,-0.07827895119580935,0,0
6085,pay_Q7JOYZDVO2H9RV,2025-12-24 19:16:10.213960,device_e6cd67b5-6117-4d,103.56.168.232,dormant,124.54,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,1,4,1,1,1,-0.12126392318883655,0,0
6084,pay_5SLAX5LNDFEQ1E,2025-12-24 19:16:08.787022,device_a3b0df17-725f-49,103.204.78.17,dormant,714.81,large,upi,PayZapp,PNB,success,NONE,14.0,False,True,83.33,True,5,19,0,0,8,0,3,6,1,0,1,-0.06767265876205841,0,0
6083,pay_CMLPYTOM03HU6Y,2025-12-24 19:16:08.393133,device_90a61646-6629-4b,103.37.220.140,normal,408.39,medium,upi,Paytm,Canara,success,NONE,7.0,False,True,100.0,False,0,19,0,0,6,0,4,2,1,1,1,-0.12432704489877983,0,0
6082,pay_Q40ZHE0IIQXTDT,2025-12-24 19:16:08.229875,device_af5deff8-284a-4a,103.248.131.250,dormant,4737.09,very_large,upi,WhatsApp Pay,Axis,failed,BAD_REQUEST_ERROR,7.0,False,True,60.0,False,0,19,0,0,7,0,6,0,0,3,-1,0.06824137974051692,1,0
6081,pay_J3UCJM47DM2M50,2025-12-24 19:16:06.922058,device_98329875-2516-4d,103.6.14.162,dormant,994.67,large,upi,GPay,Axis,failed,TRANSACTION_DECLINED,14.0,False,True,66.67,True,5,19,0,0,8,0,2,0,0,0,1,-0.011731057493565289,0,0
6080,pay_2QNHKCZ3JPB2V9,2025-12-24 19:16:06.084749,device_c78bc216-7ae8-48,103.219.23.3,dormant,1782.15,large,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,2,7,1,0,1,-0.04580519980516495,0,0
6079,pay_MMS64WEEH5755F,2025-12-24 19:16:03.631054,device_ad8e64ce-1785-40,103.96.147.55,dormant,10.66,small,upi,PhonePe,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,5,5,1,2,1,-0.09065930786498438,0,0
6078,pay_TXJPIAVKZTS4V2,2025-12-24 19:16:03.197864,device_e6cd67b5-6117-4d,103.56.168.232,dormant,1270.49,large,upi,Paytm,BOB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,4,1,1,0,1,-0.07301120208725942,0,0
6077,pay_OJB4WORLFYCDSR,2025-12-24 19:16:02.485659,device_46accc74-897a-42,103.179.19.86,normal,3318.21,very_large,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,6,5,1,3,-1,0.0012720427774158827,1,0
6076,pay_VM67DFMRLNQ2BW,2025-12-24 19:16:01.197552,device_34cab351-e0b2-48,103.10.148.240,normal,167.16,medium,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,50.0,False,0,19,0,0,6,0,0,3,1,1,1,-0.07163339112720646,0,0
6075,pay_D8LKW8G9RR0WU8,2025-12-24 19:16:00.806501,device_af5deff8-284a-4a,103.248.131.250,dormant,840.82,large,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,75.0,False,0,19,0,0,6,0,0,4,1,0,1,-0.07438026616164939,0,0
6074,pay_CQSLTDZNWR2KSA,2025-12-24 19:16:00.510813,device_98329875-2516-4d,103.6.14.162,dormant,632.67,large,upi,BHIM,Kotak,failed,DEBIT_FAILED,7.0,False,True,60.0,False,0,19,0,0,7,0,1,5,0,0,1,-0.02173331037305526,0,0
6073,pay_WNV41ZFTREAFV9,2025-12-24 19:15:59.499940,device_a3b0df17-725f-49,103.204.78.17,dormant,771.08,large,upi,BHIM,HDFC,success,NONE,7.0,False,True,80.0,False,0,19,0,0,7,0,1,3,1,0,1,-0.09165823142040147,0,0
6072,pay_JPUS2ZT1BW3865,2025-12-24 19:15:57.964583,device_7e230391-f6a3-4d,103.187.222.141,normal,2402.46,very_large,upi,PhonePe,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,0,0,5,0,5,4,1,3,-1,0.025946767082907662,1,0
6071,pay_50KTWTWHJCMIMI,2025-12-24 19:15:57.580010,device_e6cd67b5-6117-4d,103.56.168.232,dormant,36.08,small,upi,WhatsApp Pay,BOB,failed,TRANSACTION_DECLINED,7.0,False,True,100.0,False,0,19,0,0,3,0,6,1,0,2,1,-0.02840506808310639,0,0
6070,pay_OO39XRGWXLITCJ,2025-12-24 19:15:54.198427,device_98329875-2516-4d,103.6.14.162,dormant,447.28,medium,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,50.0,False,0,19,0,0,6,0,6,5,1,1,1,-0.08233923184237679,0,0
6069,pay_XN1LAY7E96GRLS,2025-12-24 19:15:53.931583,device_7dc62300-cf58-44,103.27.12.72,normal,16.69,small,upi,WhatsApp Pay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,6,7,1,2,1,-0.055285950687044894,0,0
6068,pay_RLKJEMDLBYYJ9G,2025-12-24 19:15:53.754026,device_af5deff8-284a-4a,103.248.131.250,dormant,1798.51,large,upi,Amazon Pay,BOB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,0,1,1,0,1,-0.04905090919670507,0,0
6067,pay_UXA9S1TMTKYKZY,2025-12-24 19:15:53.664209,device_a3b0df17-725f-49,103.204.78.17,dormant,2958.75,very_large,upi,GPay,HDFC,success,NONE,7.0,False,True,75.0,False,0,19,0,0,6,0,2,3,1,3,1,-0.026829651241330188,0,0
6066,pay_BZ0Z58R9PB3MGL,2025-12-24 19:15:51.960743,device_6bec2a19-fbdb-45,103.8.255.218,normal,85.75,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,1,4,1,1,1,-0.12079113862135682,0,0
6065,pay_XSK37EI90Z4SVK,2025-12-24 19:15:48.378499,device_98329875-2516-4d,103.6.14.162,dormant,1706.69,large,upi,BHIM,BOB,success,NONE,0.0,False,False,0.0,False,0,19,0,0,5,0,1,1,1,0,-1,0.00898331409130615,1,0
6064,pay_6ERWIDBDWY4WCR,2025-12-24 19:15:48.282168,device_a3b0df17-725f-49,103.204.78.17,dormant,1710.95,large,upi,Paytm,PNB,success,NONE,7.0,False,True,66.67,False,0,19,0,0,5,0,4,6,1,0,1,-0.05881563554222091,0,0
6063,pay_PPX13CN9ESGDZ7,2025-12-24 19:15:45.401959,device_f986e74f-0410-45,103.39.85.228,normal,2430.21,very_large,upi,GPay,Axis,failed,INSUFFICIENT_FUNDS,7.0,False,True,100.0,False,0,19,0,0,5,0,2,0,0,3,-1,0.014202360069755171,1,0
6062,pay_HJVCEVYT8D0A9R,2025-12-24 19:15:44.622629,device_af5deff8-284a-4a,103.248.131.250,dormant,770.03,large,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,0,3,1,0,1,-0.07183100683402477,0,0
6061,pay_K2SR0BAUWEN1WG,2025-12-24 19:15:41.679837,device_98329875-2516-4d,103.6.14.162,dormant,2313.03,very_large,upi,PayZapp,ICICI,success,NONE,7.0,False,True,50.0,False,0,19,0,0,4,0,3,4,1,3,1,-0.008089388455347235,0,0
6060,pay_2A6Y38K34W2ROH,2025-12-24 19:15:41.290042,device_ab3af891-9f79-42,103.218.220.236,normal,61.24,medium,upi,WhatsApp Pay,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,6,4,1,1,1,-0.1063772818240441,0,0
6059,pay_XXZJB2ZKG4WQEC,2025-12-24 19:15:40.240700,device_a3b0df17-725f-49,103.204.78.17,dormant,4336.99,very_large,upi,Amazon Pay,Kotak,failed,DEBIT_FAILED,7.0,False,True,50.0,False,0,19,0,0,4,0,0,5,0,3,-1,0.05961122579168532,1,0
6058,pay_GRCZSPK54NSAW8,2025-12-24 19:15:39.356967,device_fc1e0756-3b17-42,103.109.70.237,normal,234.18,medium,upi,BHIM,BOB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,1,1,1,1,1,-0.10827074539794557,0,0
6057,pay_ECJ3DKO1CFEZ0J,2025-12-24 19:15:38.597137,device_af5deff8-284a-4a,103.248.131.250,dormant,160.85,medium,upi,PayZapp,PNB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,3,6,1,1,1,-0.1177304493764848,0,0
6056,pay_CL258OVS4UHSUV,2025-12-24 19:15:35.855162,device_44006e84-b289-45,103.106.16.66,normal,38.44,small,upi,PayZapp,PNB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,3,6,1,2,1,-0.09553081556653847,0,0
6055,pay_BYM1UNDGJZ5XI1,2025-12-24 19:15:34.232623,device_98329875-2516-4d,103.6.14.162,dormant,169.0,medium,upi,PayZapp,PNB,failed,DEBIT_FAILED,0.0,False,False,0.0,False,0,19,0,0,3,0,3,6,0,1,1,-0.03287802160099129,0,0
6054,pay_O4UG1B0P5FNHWW,2025-12-24 19:15:33.105616,device_a3b0df17-725f-49,103.204.78.17,dormant,482.56,medium,upi,PhonePe,Canara,failed,GATEWAY_ERROR,0.0,False,False,0.0,False,0,19,0,0,3,0,5,2,0,1,1,-0.014846884365261492,0,0
6053,pay_C3STQA72L41SE7,2025-12-24 19:15:25.161515,device_34cab351-e0b2-48,103.10.148.240,normal,150.47,medium,upi,PhonePe,Axis,failed,DEBIT_FAILED,7.0,False,True,66.67,False,0,19,0,0,5,0,5,0,0,1,1,-0.05574805436903918,0,0
6052,pay_BUGIQZWCQ0PWCP,2025-12-24 19:15:22.781408,device_90a61646-6629-4b,103.37.220.140,normal,439.36,medium,upi,PayZapp,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,5,0,3,7,1,1,1,-0.09499440292178879,0,0
6051,pay_B8RZSEYI3XZ5S5,2025-12-24 19:15:20.251292,device_7dc62300-cf58-44,103.27.12.72,normal,1400.87,large,upi,GPay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,2,3,1,0,1,-0.07983151070267386,0,0
6050,pay_YVYAFRBVELUH88,2025-12-24 19:15:12.167299,device_7e230391-f6a3-4d,103.187.222.141,normal,730.88,large,upi,Paytm,BOB,success,NONE,7.0,False,True,50.0,False,0,19,0,0,4,0,4,1,1,0,1,-0.05111747746061923,0,0
6049,pay_NSX5XSNRJK6NXH,2025-12-24 19:15:10.434479,device_ab3af891-9f79-42,103.218.220.236,normal,561.68,large,upi,Paytm,PNB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,4,6,1,0,1,-0.08349566569636324,0,0
6048,pay_M744XPYZ8A2DAQ,2025-12-24 19:15:09.682365,device_46accc74-897a-42,103.179.19.86,normal,29.37,small,upi,Amazon Pay,PNB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,0,6,1,2,1,-0.07321600080888974,0,0
6047,pay_61H51KHUTURTPQ,2025-12-24 19:15:08.492185,device_6bec2a19-fbdb-45,103.8.255.218,normal,805.93,large,upi,BHIM,BOB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,1,1,1,0,1,-0.06930385481767243,0,0
6046,pay_7OZ0WZLLUZXPS0,2025-12-24 19:14:55.668941,device_f986e74f-0410-45,103.39.85.228,normal,21.35,small,upi,PayZapp,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,3,7,1,2,1,-0.0722126048400008,0,0
6045,pay_NIJ8B8R64ONYLK,2025-12-24 19:14:55.338194,device_ad8e64ce-1785-40,103.96.147.55,dormant,28.53,small,upi,PhonePe,PNB,success,NONE,0.0,False,False,0.0,False,0,19,0,0,2,0,5,6,1,2,1,-0.029063077287105554,0,0
6044,pay_K2KOFPP08V1BNF,2025-12-24 19:14:51.300441,device_8d85900a-d6f3-42,103.249.152.235,dormant,18.7,small,upi,WhatsApp Pay,BOB,success,NONE,10.0,False,False,0.0,False,0,19,0,0,2,0,6,1,1,2,1,-0.00876724693823927,0,0
6043,pay_HJEVOQ06U23B8C,2025-12-24 19:14:49.015897,device_fc1e0756-3b17-42,103.109.70.237,normal,1.97,small,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,2,7,1,2,1,-0.06747816281682184,0,0
6042,pay_4EAZ4ZURSNGP8J,2025-12-24 19:14:46.937847,device_44006e84-b289-45,103.106.16.66,normal,495.8,medium,upi,GPay,PNB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,2,6,1,1,1,-0.11329412856055016,0,0
6041,pay_W7SIJ5VP7RUDKO,2025-12-24 19:14:41.364409,device_c43078c7-ea54-4a,103.245.141.81,dormant,295.62,medium,upi,GPay,ICICI,success,NONE,10.0,False,False,0.0,False,0,19,0,0,2,0,2,4,1,1,1,-0.06722235617380024,0,0
6040,pay_2H2KPG3LUB2HWE,2025-12-24 19:14:37.357901,device_ef322e13-4428-49,103.34.235.49,dormant,24.08,small,upi,Paytm,HDFC,success,NONE,0.0,False,False,0.0,False,0,19,0,0,2,0,4,3,1,2,1,-0.038536082942452476,0,0
6039,pay_CX1OUEYA0BSTZW,2025-12-24 19:14:36.002160,device_90a61646-6629-4b,103.37.220.140,normal,345.49,medium,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,0,0,4,0,2,7,1,1,1,-0.09626907786591882,0,0
6038,pay_U0RT8JAK5AO1Y2,2025-12-24 19:14:35.659591,device_e4192be0-471d-47,103.102.124.154,dormant,1929.65,large,upi,PayZapp,Kotak,success,NONE,10.0,False,False,0.0,False,0,19,0,0,2,0,3,5,1,0,1,-0.005070457343174795,0,0
6037,pay_GQ717P8DS33Y0E,2025-12-24 19:14:34.187595,device_34cab351-e0b2-48,103.10.148.240,normal,1841.25,large,upi,PhonePe,ICICI,success,NONE,7.0,False,True,50.0,False,0,19,0,0,4,0,5,4,1,0,1,-0.039584478905557274,0,0
6036,pay_DARH7DKOW0CMLK,2025-12-24 19:14:33.856355,device_7dc62300-cf58-44,103.27.12.72,normal,48.28,small,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,0,3,1,2,1,-0.0756759313892647,0,0
6035,pay_MVF1RT53L6A82E,2025-12-24 19:14:30.970427,device_dc3bca00-f82f-4e,103.174.19.121,impatient,1303.54,large,upi,PhonePe,Kotak,failed,INSUFFICIENT_FUNDS,14.0,False,True,100.0,True,5,19,0,0,11,0,5,5,0,0,1,-0.027067805061440797,0,0
6034,pay_BPO2M3D5O2K51V,2025-12-24 19:14:26.346156,device_6bec2a19-fbdb-45,103.8.255.218,normal,114.18,medium,upi,Paytm,BOB,success,NONE,7.0,False,True,100.0,False,0,19,0,0,3,0,4,1,1,1,1,-0.11612938280267465,0,0
6033,pay_7VM70WJ7XGTLXZ,2025-12-24 19:14:26.316892,device_af5deff8-284a-4a,103.248.131.250,dormant,7.14,small,upi,PhonePe,SBI,success,NONE,0.0,False,False,0.0,False,0,19,0,0,2,0,5,7,1,2,1,-0.009229198077694845,0,0
6032,pay_PVNX1X8G6F8XQI,2025-12-24 19:14:23.259488,device_a3b0df17-725f-49,103.204.78.17,dormant,271.05,medium,upi,BHIM,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,0,0,2,0,1,4,1,1,1,-0.06095389639239496,0,0
6031,pay_190J6SJ7630ZTN,2025-12-24 19:14:23.083543,device_7e230391-f6a3-4d,103.187.222.141,normal,36.78,small,upi,Paytm,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,0,0,3,0,4,4,1,2,1,-0.04117250628447355,0,0
