txn_id,razorpay_payment_id,timestamp,device_id,ip_address,agent_type,amount,amount_slab,payment_method,upi_app,bank,status,error_code,fraud_score,is_suspicious,has_upi_switching,switching_pct,has_high_velocity,velocity_count,hour_of_day,is_night_transaction,is_weekend,attempt_count
6111,pay_R9EYX0K3UBHILK,2025-12-24 19:16:28.211633,device_e6cd67b5-6117-4d,103.56.168.232,dormant,428.34,medium,upi,Paytm,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,7
6110,pay_SL3XV3IK0SYRRZ,2025-12-24 19:16:27.703070,device_c43078c7-ea54-4a,103.245.141.81,dormant,2694.95,very_large,upi,PhonePe,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6109,pay_QGOEZ70EZLK7BA,2025-12-24 19:16:27.660275,device_c78bc216-7ae8-48,103.219.23.3,dormant,1699.39,large,upi,GPay,Axis,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6108,pay_Z941YQ69XPNEY3,2025-12-24 19:16:27.627583,device_a3b0df17-725f-49,103.204.78.17,dormant,500.11,large,upi,PayZapp,PNB,success,NONE,14.0,False,True,88.89,True,8,19,False,False,11
6107,pay_F798NREBMBO43L,2025-12-24 19:16:25.185788,device_98329875-2516-4d,103.6.14.162,dormant,1029.5,large,upi,WhatsApp Pay,PNB,success,NONE,14.0,False,True,77.78,True,8,19,False,False,11
6106,pay_21V4A36MUUJBPI,2025-12-24 19:16:24.799758,device_af5deff8-284a-4a,103.248.131.250,dormant,1007.66,large,upi,Paytm,PNB,success,NONE,14.0,False,True,71.43,True,6,19,False,False,9
6105,pay_YFSDX1K9K3Z166,2025-12-24 19:16:24.028924,device_e4192be0-471d-47,103.102.124.154,dormant,215.51,medium,upi,Paytm,Canara,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6104,pay_1QQFJ62FO19MR4,2025-12-24 19:16:23.851929,device_8d85900a-d6f3-42,103.249.152.235,dormant,3911.16,very_large,upi,Paytm,SBI,failed,BAD_REQUEST_ERROR,7.0,False,True,50.0,False,0,19,False,False,4
6103,pay_9CMD1LGSPUSSIA,2025-12-24 19:16:22.554846,device_a3b0df17-725f-49,103.204.78.17,dormant,903.52,large,upi,PayZapp,Canara,success,NONE,14.0,False,True,87.5,True,7,19,False,False,10
6102,pay_0XSFWLPMJS4QDK,2025-12-24 19:16:22.219586,device_6bec2a19-fbdb-45,103.8.255.218,normal,479.54,medium,upi,PhonePe,SBI,success,NONE,7.0,False,True,75.0,False,0,19,False,False,6
6101,pay_IME2LDKXJTHFMT,2025-12-24 19:16:20.502317,device_c78bc216-7ae8-48,103.219.23.3,dormant,1049.27,large,upi,PayZapp,Kotak,failed,TRANSACTION_DECLINED,7.0,False,True,100.0,False,0,19,False,False,5
6100,pay_RDZQMQZSFQJF5N,2025-12-24 19:16:19.985495,device_ad8e64ce-1785-40,103.96.147.55,dormant,1340.88,large,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,66.67,False,0,19,False,False,5
6099,pay_0T8DRWA82Q8J9R,2025-12-24 19:16:19.687995,device_f986e74f-0410-45,103.39.85.228,normal,818.97,large,upi,Paytm,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6098,pay_H5I3P9QZ7JY9V7,2025-12-24 19:16:19.646862,device_98329875-2516-4d,103.6.14.162,dormant,56.12,medium,upi,Paytm,Canara,success,NONE,14.0,False,True,75.0,True,7,19,False,False,10
6097,pay_IRU50SA3FIC4EO,2025-12-24 19:16:19.103475,device_e6cd67b5-6117-4d,103.56.168.232,dormant,504.26,large,upi,Paytm,Axis,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6096,pay_4EUHK1CNEMIJ6Y,2025-12-24 19:16:18.436945,device_c43078c7-ea54-4a,103.245.141.81,dormant,161.48,medium,upi,PhonePe,SBI,success,NONE,17.0,False,True,100.0,False,0,19,False,False,4
6095,pay_LT4NC3QTLVTR4V,2025-12-24 19:16:16.818793,device_44006e84-b289-45,103.106.16.66,normal,1697.12,large,upi,GPay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6094,pay_0VM1OBPZYGR94Z,2025-12-24 19:16:16.397261,device_8d85900a-d6f3-42,103.249.152.235,dormant,286.74,medium,upi,WhatsApp Pay,Axis,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6093,pay_3M7SG1M4814HCA,2025-12-24 19:16:16.171629,device_af5deff8-284a-4a,103.248.131.250,dormant,1895.5,large,upi,PayZapp,PNB,success,NONE,14.0,False,True,66.67,True,5,19,False,False,8
6092,pay_RX145GF43PO6AR,2025-12-24 19:16:15.696533,device_a3b0df17-725f-49,103.204.78.17,dormant,1064.86,large,upi,Amazon Pay,SBI,failed,GATEWAY_ERROR,14.0,False,True,85.71,True,6,19,False,False,9
6091,pay_WA5Y7M6RWP07JI,2025-12-24 19:16:14.705401,device_fc1e0756-3b17-42,103.109.70.237,normal,159.45,medium,upi,BHIM,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6090,pay_0OG68D3A3QF4GD,2025-12-24 19:16:13.689853,device_98329875-2516-4d,103.6.14.162,dormant,1865.51,large,upi,Amazon Pay,SBI,success,NONE,14.0,False,True,71.43,True,6,19,False,False,9
6089,pay_N8F610XH6KBC0Z,2025-12-24 19:16:12.662492,device_ad8e64ce-1785-40,103.96.147.55,dormant,1874.32,large,upi,BHIM,Kotak,success,NONE,7.0,False,True,50.0,False,0,19,False,False,4
6088,pay_0ZWY09DD2Z28L2,2025-12-24 19:16:11.927991,device_c43078c7-ea54-4a,103.245.141.81,dormant,1712.51,large,upi,PayZapp,ICICI,failed,BAD_REQUEST_ERROR,7.0,False,True,100.0,False,0,19,False,False,3
6087,pay_B9CU1258H55AJ2,2025-12-24 19:16:11.752290,device_c78bc216-7ae8-48,103.219.23.3,dormant,5700.54,very_large,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6086,pay_273DPWDRAZ7XBJ,2025-12-24 19:16:11.715177,device_ab3af891-9f79-42,103.218.220.236,normal,56.45,medium,upi,Amazon Pay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6085,pay_Q7JOYZDVO2H9RV,2025-12-24 19:16:10.213960,device_e6cd67b5-6117-4d,103.56.168.232,dormant,124.54,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6084,pay_5SLAX5LNDFEQ1E,2025-12-24 19:16:08.787022,device_a3b0df17-725f-49,103.204.78.17,dormant,714.81,large,upi,PayZapp,PNB,success,NONE,14.0,False,True,83.33,True,5,19,False,False,8
6083,pay_CMLPYTOM03HU6Y,2025-12-24 19:16:08.393133,device_90a61646-6629-4b,103.37.220.140,normal,408.39,medium,upi,Paytm,Canara,success,NONE,7.0,False,True,100.0,False,0,19,False,False,6
6082,pay_Q40ZHE0IIQXTDT,2025-12-24 19:16:08.229875,device_af5deff8-284a-4a,103.248.131.250,dormant,4737.09,very_large,upi,WhatsApp Pay,Axis,failed,BAD_REQUEST_ERROR,7.0,False,True,60.0,False,0,19,False,False,7
6081,pay_J3UCJM47DM2M50,2025-12-24 19:16:06.922058,device_98329875-2516-4d,103.6.14.162,dormant,994.67,large,upi,GPay,Axis,failed,TRANSACTION_DECLINED,14.0,False,True,66.67,True,5,19,False,False,8
6080,pay_2QNHKCZ3JPB2V9,2025-12-24 19:16:06.084749,device_c78bc216-7ae8-48,103.219.23.3,dormant,1782.15,large,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6079,pay_MMS64WEEH5755F,2025-12-24 19:16:03.631054,device_ad8e64ce-1785-40,103.96.147.55,dormant,10.66,small,upi,PhonePe,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6078,pay_TXJPIAVKZTS4V2,2025-12-24 19:16:03.197864,device_e6cd67b5-6117-4d,103.56.168.232,dormant,1270.49,large,upi,Paytm,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6077,pay_OJB4WORLFYCDSR,2025-12-24 19:16:02.485659,device_46accc74-897a-42,103.179.19.86,normal,3318.21,very_large,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6076,pay_VM67DFMRLNQ2BW,2025-12-24 19:16:01.197552,device_34cab351-e0b2-48,103.10.148.240,normal,167.16,medium,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,50.0,False,0,19,False,False,6
6075,pay_D8LKW8G9RR0WU8,2025-12-24 19:16:00.806501,device_af5deff8-284a-4a,103.248.131.250,dormant,840.82,large,upi,Amazon Pay,ICICI,success,NONE,7.0,False,True,75.0,False,0,19,False,False,6
6074,pay_CQSLTDZNWR2KSA,2025-12-24 19:16:00.510813,device_98329875-2516-4d,103.6.14.162,dormant,632.67,large,upi,BHIM,Kotak,failed,DEBIT_FAILED,7.0,False,True,60.0,False,0,19,False,False,7
6073,pay_WNV41ZFTREAFV9,2025-12-24 19:15:59.499940,device_a3b0df17-725f-49,103.204.78.17,dormant,771.08,large,upi,BHIM,HDFC,success,NONE,7.0,False,True,80.0,False,0,19,False,False,7
6072,pay_JPUS2ZT1BW3865,2025-12-24 19:15:57.964583,device_7e230391-f6a3-4d,103.187.222.141,normal,2402.46,very_large,upi,PhonePe,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,False,False,5
6071,pay_50KTWTWHJCMIMI,2025-12-24 19:15:57.580010,device_e6cd67b5-6117-4d,103.56.168.232,dormant,36.08,small,upi,WhatsApp Pay,BOB,failed,TRANSACTION_DECLINED,7.0,False,True,100.0,False,0,19,False,False,3
6070,pay_OO39XRGWXLITCJ,2025-12-24 19:15:54.198427,device_98329875-2516-4d,103.6.14.162,dormant,447.28,medium,upi,WhatsApp Pay,Kotak,success,NONE,7.0,False,True,50.0,False,0,19,False,False,6
6069,pay_XN1LAY7E96GRLS,2025-12-24 19:15:53.931583,device_7dc62300-cf58-44,103.27.12.72,normal,16.69,small,upi,WhatsApp Pay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6068,pay_RLKJEMDLBYYJ9G,2025-12-24 19:15:53.754026,device_af5deff8-284a-4a,103.248.131.250,dormant,1798.51,large,upi,Amazon Pay,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6067,pay_UXA9S1TMTKYKZY,2025-12-24 19:15:53.664209,device_a3b0df17-725f-49,103.204.78.17,dormant,2958.75,very_large,upi,GPay,HDFC,success,NONE,7.0,False,True,75.0,False,0,19,False,False,6
6066,pay_BZ0Z58R9PB3MGL,2025-12-24 19:15:51.960743,device_6bec2a19-fbdb-45,103.8.255.218,normal,85.75,medium,upi,BHIM,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6065,pay_XSK37EI90Z4SVK,2025-12-24 19:15:48.378499,device_98329875-2516-4d,103.6.14.162,dormant,1706.69,large,upi,BHIM,BOB,success,NONE,0.0,False,False,0.0,False,0,19,False,False,5
6064,pay_6ERWIDBDWY4WCR,2025-12-24 19:15:48.282168,device_a3b0df17-725f-49,103.204.78.17,dormant,1710.95,large,upi,Paytm,PNB,success,NONE,7.0,False,True,66.67,False,0,19,False,False,5
6063,pay_PPX13CN9ESGDZ7,2025-12-24 19:15:45.401959,device_f986e74f-0410-45,103.39.85.228,normal,2430.21,very_large,upi,GPay,Axis,failed,INSUFFICIENT_FUNDS,7.0,False,True,100.0,False,0,19,False,False,5
6062,pay_HJVCEVYT8D0A9R,2025-12-24 19:15:44.622629,device_af5deff8-284a-4a,103.248.131.250,dormant,770.03,large,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6061,pay_K2SR0BAUWEN1WG,2025-12-24 19:15:41.679837,device_98329875-2516-4d,103.6.14.162,dormant,2313.03,very_large,upi,PayZapp,ICICI,success,NONE,7.0,False,True,50.0,False,0,19,False,False,4
6060,pay_2A6Y38K34W2ROH,2025-12-24 19:15:41.290042,device_ab3af891-9f79-42,103.218.220.236,normal,61.24,medium,upi,WhatsApp Pay,ICICI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6059,pay_XXZJB2ZKG4WQEC,2025-12-24 19:15:40.240700,device_a3b0df17-725f-49,103.204.78.17,dormant,4336.99,very_large,upi,Amazon Pay,Kotak,failed,DEBIT_FAILED,7.0,False,True,50.0,False,0,19,False,False,4
6058,pay_GRCZSPK54NSAW8,2025-12-24 19:15:39.356967,device_fc1e0756-3b17-42,103.109.70.237,normal,234.18,medium,upi,BHIM,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6057,pay_ECJ3DKO1CFEZ0J,2025-12-24 19:15:38.597137,device_af5deff8-284a-4a,103.248.131.250,dormant,160.85,medium,upi,PayZapp,PNB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6056,pay_CL258OVS4UHSUV,2025-12-24 19:15:35.855162,device_44006e84-b289-45,103.106.16.66,normal,38.44,small,upi,PayZapp,PNB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6055,pay_BYM1UNDGJZ5XI1,2025-12-24 19:15:34.232623,device_98329875-2516-4d,103.6.14.162,dormant,169.0,medium,upi,PayZapp,PNB,failed,DEBIT_FAILED,0.0,False,False,0.0,False,0,19,False,False,3
6054,pay_O4UG1B0P5FNHWW,2025-12-24 19:15:33.105616,device_a3b0df17-725f-49,103.204.78.17,dormant,482.56,medium,upi,PhonePe,Canara,failed,GATEWAY_ERROR,0.0,False,False,0.0,False,0,19,False,False,3
6053,pay_C3STQA72L41SE7,2025-12-24 19:15:25.161515,device_34cab351-e0b2-48,103.10.148.240,normal,150.47,medium,upi,PhonePe,Axis,failed,DEBIT_FAILED,7.0,False,True,66.67,False,0,19,False,False,5
6052,pay_BUGIQZWCQ0PWCP,2025-12-24 19:15:22.781408,device_90a61646-6629-4b,103.37.220.140,normal,439.36,medium,upi,PayZapp,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,5
6051,pay_B8RZSEYI3XZ5S5,2025-12-24 19:15:20.251292,device_7dc62300-cf58-44,103.27.12.72,normal,1400.87,large,upi,GPay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6050,pay_YVYAFRBVELUH88,2025-12-24 19:15:12.167299,device_7e230391-f6a3-4d,103.187.222.141,normal,730.88,large,upi,Paytm,BOB,success,NONE,7.0,False,True,50.0,False,0,19,False,False,4
6049,pay_NSX5XSNRJK6NXH,2025-12-24 19:15:10.434479,device_ab3af891-9f79-42,103.218.220.236,normal,561.68,large,upi,Paytm,PNB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6048,pay_M744XPYZ8A2DAQ,2025-12-24 19:15:09.682365,device_46accc74-897a-42,103.179.19.86,normal,29.37,small,upi,Amazon Pay,PNB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6047,pay_61H51KHUTURTPQ,2025-12-24 19:15:08.492185,device_6bec2a19-fbdb-45,103.8.255.218,normal,805.93,large,upi,BHIM,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6046,pay_7OZ0WZLLUZXPS0,2025-12-24 19:14:55.668941,device_f986e74f-0410-45,103.39.85.228,normal,21.35,small,upi,PayZapp,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6045,pay_NIJ8B8R64ONYLK,2025-12-24 19:14:55.338194,device_ad8e64ce-1785-40,103.96.147.55,dormant,28.53,small,upi,PhonePe,PNB,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6044,pay_K2KOFPP08V1BNF,2025-12-24 19:14:51.300441,device_8d85900a-d6f3-42,103.249.152.235,dormant,18.7,small,upi,WhatsApp Pay,BOB,success,NONE,10.0,False,False,0.0,False,0,19,False,False,2
6043,pay_HJEVOQ06U23B8C,2025-12-24 19:14:49.015897,device_fc1e0756-3b17-42,103.109.70.237,normal,1.97,small,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6042,pay_4EAZ4ZURSNGP8J,2025-12-24 19:14:46.937847,device_44006e84-b289-45,103.106.16.66,normal,495.8,medium,upi,GPay,PNB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6041,pay_W7SIJ5VP7RUDKO,2025-12-24 19:14:41.364409,device_c43078c7-ea54-4a,103.245.141.81,dormant,295.62,medium,upi,GPay,ICICI,success,NONE,10.0,False,False,0.0,False,0,19,False,False,2
6040,pay_2H2KPG3LUB2HWE,2025-12-24 19:14:37.357901,device_ef322e13-4428-49,103.34.235.49,dormant,24.08,small,upi,Paytm,HDFC,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6039,pay_CX1OUEYA0BSTZW,2025-12-24 19:14:36.002160,device_90a61646-6629-4b,103.37.220.140,normal,345.49,medium,upi,GPay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,4
6038,pay_U0RT8JAK5AO1Y2,2025-12-24 19:14:35.659591,device_e4192be0-471d-47,103.102.124.154,dormant,1929.65,large,upi,PayZapp,Kotak,success,NONE,10.0,False,False,0.0,False,0,19,False,False,2
6037,pay_GQ717P8DS33Y0E,2025-12-24 19:14:34.187595,device_34cab351-e0b2-48,103.10.148.240,normal,1841.25,large,upi,PhonePe,ICICI,success,NONE,7.0,False,True,50.0,False,0,19,False,False,4
6036,pay_DARH7DKOW0CMLK,2025-12-24 19:14:33.856355,device_7dc62300-cf58-44,103.27.12.72,normal,48.28,small,upi,Amazon Pay,HDFC,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6035,pay_MVF1RT53L6A82E,2025-12-24 19:14:30.970427,device_dc3bca00-f82f-4e,103.174.19.121,impatient,1303.54,large,upi,PhonePe,Kotak,failed,INSUFFICIENT_FUNDS,14.0,False,True,100.0,True,5,19,False,False,11
6034,pay_BPO2M3D5O2K51V,2025-12-24 19:14:26.346156,device_6bec2a19-fbdb-45,103.8.255.218,normal,114.18,medium,upi,Paytm,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6033,pay_7VM70WJ7XGTLXZ,2025-12-24 19:14:26.316892,device_af5deff8-284a-4a,103.248.131.250,dormant,7.14,small,upi,PhonePe,SBI,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6032,pay_PVNX1X8G6F8XQI,2025-12-24 19:14:23.259488,device_a3b0df17-725f-49,103.204.78.17,dormant,271.05,medium,upi,BHIM,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6031,pay_190J6SJ7630ZTN,2025-12-24 19:14:23.083543,device_7e230391-f6a3-4d,103.187.222.141,normal,36.78,small,upi,Paytm,ICICI,success,NONE,0.0,False,False,0.0,False,0,19,False,False,3
6030,pay_3YITSOB57QU55C,2025-12-24 19:14:22.152184,device_dc3bca00-f82f-4e,103.174.19.121,impatient,182.46,medium,upi,GPay,SBI,success,NONE,14.0,False,True,100.0,True,5,19,False,False,10
6029,pay_SI95EUUI1SC80W,2025-12-24 19:14:21.358038,device_c78bc216-7ae8-48,103.219.23.3,dormant,96.93,medium,upi,PayZapp,SBI,failed,INSUFFICIENT_FUNDS,0.0,False,False,0.0,False,0,19,False,False,2
6028,pay_GP6OFWAZH540BF,2025-12-24 19:14:16.913169,device_1383c184-5cd0-48,103.146.115.9,impatient,324.22,medium,upi,Amazon Pay,Kotak,success,NONE,14.0,False,True,88.89,True,7,19,False,False,11
6027,pay_IBQXNFYW9RZWAI,2025-12-24 19:14:16.842396,device_fc1e0756-3b17-42,103.109.70.237,normal,268.91,medium,upi,PayZapp,PNB,failed,GATEWAY_ERROR,7.0,False,True,100.0,False,0,19,False,False,3
6026,pay_V7RFV2UPHE843Q,2025-12-24 19:14:16.502618,device_a746bf5d-53b6-44,103.38.216.43,impatient,1181.33,large,upi,PhonePe,PNB,failed,INSUFFICIENT_FUNDS,7.0,False,True,55.56,False,0,19,False,False,11
6025,pay_4U5CAFMKHYND4X,2025-12-24 19:14:15.051187,device_ab3af891-9f79-42,103.218.220.236,normal,363.23,medium,upi,Amazon Pay,Canara,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6024,pay_9QHB5XI3O4TO4G,2025-12-24 19:14:12.620362,device_1383c184-5cd0-48,103.146.115.9,impatient,324.22,medium,upi,GPay,Kotak,failed,INSUFFICIENT_FUNDS,14.0,False,True,87.5,True,6,19,False,False,10
6023,pay_TAL8W7J21GT1CR,2025-12-24 19:14:12.180969,device_6324435b-c189-4f,103.103.254.189,impatient,670.94,large,upi,Paytm,PNB,success,NONE,22.0,False,True,88.89,True,6,19,False,False,11
6022,pay_I4SELFIYHG99CT,2025-12-24 19:14:12.004134,device_98329875-2516-4d,103.6.14.162,dormant,8.46,small,upi,PhonePe,Kotak,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6021,pay_QD4BOSID3VTSPF,2025-12-24 19:14:10.709523,device_a746bf5d-53b6-44,103.38.216.43,impatient,457.25,medium,upi,Paytm,Axis,success,NONE,15.0,False,True,62.5,False,0,19,False,False,10
6020,pay_9KNUGTHP0GASAC,2025-12-24 19:14:09.952520,device_46accc74-897a-42,103.179.19.86,normal,1.43,small,upi,GPay,BOB,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6019,pay_KXI9HNVXASN1UE,2025-12-24 19:14:09.674773,device_c1477a0f-4e40-4a,103.65.52.19,impatient,243.94,medium,upi,GPay,ICICI,success,NONE,32.0,False,True,88.89,True,7,19,False,False,11
6018,pay_1D1V04QMLPKP4F,2025-12-24 19:14:09.314708,device_1383c184-5cd0-48,103.146.115.9,impatient,324.22,medium,upi,PhonePe,SBI,failed,GATEWAY_ERROR,14.0,False,True,85.71,True,5,19,False,False,9
6017,pay_1RPK9TVZ2PFN61,2025-12-24 19:14:07.961933,device_dc3bca00-f82f-4e,103.174.19.121,impatient,274.79,medium,upi,PhonePe,Canara,success,NONE,14.0,False,True,100.0,True,5,19,False,False,9
6016,pay_5NSFXLQL5WX9UO,2025-12-24 19:14:07.419004,device_44006e84-b289-45,103.106.16.66,normal,1163.33,large,upi,PhonePe,HDFC,failed,UPI_AUTHENTICATION_FAILED,7.0,False,True,100.0,False,0,19,False,False,3
6015,pay_2VBDJ5CEOMK5KL,2025-12-24 19:14:06.575184,device_6324435b-c189-4f,103.103.254.189,impatient,100.5,medium,upi,PhonePe,PNB,success,NONE,14.0,False,True,87.5,True,6,19,False,False,10
6014,pay_W5DZ1BAW1EW7HE,2025-12-24 19:14:02.901163,device_34cab351-e0b2-48,103.10.148.240,normal,31.05,small,upi,GPay,HDFC,success,NONE,0.0,False,False,0.0,False,0,19,False,False,3
6013,pay_JRMZ0ZNGRBCMR6,2025-12-24 19:14:02.365126,device_6324435b-c189-4f,103.103.254.189,impatient,100.5,medium,upi,Amazon Pay,Kotak,failed,UPI_AUTHENTICATION_FAILED,14.0,False,True,85.71,True,5,19,False,False,9
6012,pay_L5WZEN6URDE5MM,2025-12-24 19:14:02.201671,device_90a61646-6629-4b,103.37.220.140,normal,847.22,large,upi,PhonePe,Canara,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
6011,pay_PON5DABGYNPM46,2025-12-24 19:14:01.671239,device_e6cd67b5-6117-4d,103.56.168.232,dormant,3.8,small,upi,Paytm,PNB,success,NONE,0.0,False,False,0.0,False,0,19,False,False,2
6010,pay_HKPJF6WIZUPICJ,2025-12-24 19:14:01.468165,device_22f9844e-3bbd-47,103.77.8.3,impatient,614.45,large,upi,Paytm,SBI,failed,TRANSACTION_DECLINED,22.0,False,True,88.89,True,6,19,False,False,11
6009,pay_KAZZEEU8LCV7AU,2025-12-24 19:14:00.225920,device_adbbab8c-1636-47,103.29.55.11,impatient,102.16,medium,upi,WhatsApp Pay,ICICI,success,NONE,22.0,False,True,100.0,True,6,19,False,False,11
6008,pay_Z2ZOONFKVL6I3V,2025-12-24 19:13:58.491116,device_f986e74f-0410-45,103.39.85.228,normal,39.66,small,upi,WhatsApp Pay,SBI,success,NONE,7.0,False,True,100.0,False,0,19,False,False,3
