device_id,total_txns,avg_amount,avg_fraud_score,suspicious_txns,dominant_agent_type,max_attempt_count,suspicious_rate_pct
device_229c8c92-bf01-4b,11,2212.98,8.272727272727273,0,dormant,11,0.0
device_22ab93fa-62cd-47,11,873.2900000000001,13.727272727272727,0,dormant,11,0.0
device_22f9844e-3bbd-47,11,439.66636363636366,20.09090909090909,0,impatient,11,0.0
device_2345daa4-0df7-4c,11,46.61818181818182,34.18181818181818,3,fraud,11,27.27
device_23f01ac4-7920-4d,11,423.1609090909091,18.727272727272727,0,impatient,11,0.0
device_2413c2ff-ee9c-49,11,806.1827272727273,8.272727272727273,0,dormant,11,0.0
device_24187c4b-e0d0-46,11,378.44363636363636,19.181818181818183,0,impatient,11,0.0
device_25add7a5-a88d-43,11,449.9236363636364,19.181818181818183,0,impatient,11,0.0
device_26d2503a-8013-48,11,464.9018181818182,17.363636363636363,0,impatient,11,0.0
device_27d2e87e-c6fc-49,11,255.1,17.363636363636363,0,bot,11,0.0
device_2879a879-c399-4c,11,571.8318181818181,8.909090909090908,0,impatient,11,0.0
device_28c5b9d0-336b-4b,11,214.36,14.636363636363637,0,bot,11,0.0
device_28e98680-d164-41,11,476.15,14.636363636363637,0,bot,11,0.0
device_28f81233-8f4c-4c,110,473.42854545454543,35.4,0,impatient,110,0.0
device_293177ad-d571-46,11,419.61,15.545454545454545,0,bot,11,0.0
device_2992a97a-5813-43,300,934.1451333333333,20.553333333333335,0,normal,300,0.0
device_29e722b3-95af-4e,55,841.3712727272726,10.654545454545454,0,normal,55,0.0
device_2e3db48b-ac82-46,11,57.77454545454545,32.36363636363637,0,fraud,11,0.0
device_2e4add17-313f-4d,55,1106.684909090909,10.654545454545454,0,normal,55,0.0
device_2f0cb8c9-006a-49,55,826.074,10.654545454545454,0,normal,55,0.0
device_2f3ed4fa-91c9-44,55,958.539090909091,10.527272727272727,0,normal,55,0.0
device_30163659-d1ae-45,4,443.47749999999996,3.5,0,normal,4,0.0
device_323ca818-ec0f-44,11,48.907272727272726,32.36363636363637,1,fraud,11,9.09
device_34475a4d-5ce3-45,6,1878.18,6.333333333333333,0,normal,6,0.0
device_3486b582-5f2a-45,11,760.8690909090909,12.727272727272727,0,impatient,11,0.0
device_34cab351-e0b2-48,7,973.78,4.0,0,normal,7,0.0
device_34db1c74-6fbe-40,11,397.64,14.636363636363637,0,bot,11,0.0
device_36cce216-28e4-4f,11,594.949090909091,19.454545454545453,0,impatient,11,0.0
device_36ee4a33-4675-47,11,403.68000000000006,14.636363636363637,0,bot,11,0.0
device_378ac2ea-b55d-4f,55,784.8352727272728,10.654545454545454,0,normal,55,0.0
device_378cd8da-f7c9-45,11,552.5045454545455,14.636363636363637,0,impatient,11,0.0
device_387528ab-256e-43,11,534.0936363636364,16.454545454545453,0,impatient,11,0.0
device_396f5d53-5142-4b,55,889.641090909091,10.654545454545454,0,normal,55,0.0
device_3a0ea81a-ad90-44,55,1064.9867272727274,10.654545454545454,0,normal,55,0.0
device_3b38cf11-9179-46,55,912.5838181818182,12.2,0,normal,55,0.0
device_3b931894-c388-41,11,95.79,18.272727272727273,0,bot,11,0.0
device_3f104825-726e-4e,11,828.2900000000001,8.272727272727273,0,dormant,11,0.0
device_3f6fc060-4a58-42,11,442.75,14.636363636363637,0,bot,11,0.0
device_400fe71b-6f99-4e,11,3110.600909090909,8.272727272727273,0,dormant,11,0.0
device_40a83063-5aac-41,1,1230.26,0.0,0,normal,1,0.0
device_43204bd3-c1d7-4f,11,345.29727272727274,19.0,0,impatient,11,0.0
device_43f2928b-2aa1-40,110,460.01190909090906,38.32727272727273,0,impatient,110,0.0
device_44006e84-b289-45,6,645.7883333333333,4.666666666666667,0,normal,6,0.0
device_44c51aa1-f9ed-4a,11,362.53,14.636363636363637,0,bot,11,0.0
device_45d41d8e-85f7-4d,11,52.92,31.454545454545453,0,fraud,11,0.0
device_466bef35-ea5a-47,11,54.776363636363634,31.727272727272727,1,fraud,11,9.09
device_46accc74-897a-42,5,915.664,4.2,0,normal,5,0.0
device_477299d2-2d63-4b,1,905.92,0.0,0,normal,1,0.0
device_47f400f1-043f-4c,11,417.65,14.636363636363637,0,bot,11,0.0
device_489d3386-abc0-42,11,45.28454545454545,32.36363636363637,1,fraud,11,9.09
device_48e7d5d9-3d83-48,11,52.26181818181818,32.36363636363637,1,fraud,11,9.09
device_4bc81aa7-52a9-47,4,606.875,11.0,0,normal,4,0.0
device_4bebf551-965c-42,11,437.35,19.181818181818183,0,impatient,11,0.0
device_4ca2564f-0941-40,11,460.44,14.636363636363637,0,bot,11,0.0
device_4cc4f674-e755-4b,11,51.79545454545455,32.36363636363637,0,fraud,11,0.0
device_4d716aa0-92af-4f,11,48.97727272727273,32.36363636363637,0,fraud,11,0.0
device_4e4eb634-e117-44,1,259.04,0.0,0,normal,1,0.0
device_4e66c0a7-09a1-41,11,2171.5054545454545,8.272727272727273,0,dormant,11,0.0
device_4ef5da50-61e1-43,11,1272.4227272727273,8.272727272727273,0,dormant,11,0.0
device_58b1af08-178b-4f,11,56.86545454545455,32.36363636363637,1,fraud,11,9.09
device_5ec6ffdd-3b9b-47,1,274.42,0.0,0,normal,1,0.0
device_5fe14142-7719-42,11,50.85272727272727,35.09090909090909,4,fraud,11,36.36
device_6077b5ac-e7c8-49,11,426.0263636363636,13.909090909090908,0,impatient,11,0.0
device_611feb70-2b65-48,55,528.4038181818181,10.654545454545454,0,normal,55,0.0
device_61bb1c16-73ab-49,11,25.385454545454547,31.454545454545453,0,fraud,11,0.0
device_6284ba97-8316-47,11,606.12,15.272727272727273,0,impatient,11,0.0
device_6324435b-c189-4f,11,498.65,11.818181818181818,0,impatient,11,0.0
device_6473a6be-4e9f-4d,11,138.67,14.636363636363637,0,bot,11,0.0
device_69b185ea-75d1-4a,55,990.6012727272728,10.654545454545454,0,normal,55,0.0
device_69ded0c3-0dfd-48,11,1952.8681818181817,7.636363636363637,0,dormant,11,0.0
device_6a3efb42-773f-48,55,696.1536363636363,10.654545454545454,0,normal,55,0.0
device_6a414bb7-f434-40,1,464.62,0.0,0,normal,1,0.0
device_6a6d77de-e202-4d,11,428.7009090909091,14.818181818181818,0,impatient,11,0.0
device_6bec2a19-fbdb-45,6,684.6666666666666,4.666666666666667,0,normal,6,0.0
device_6cc1aaf3-b866-45,55,902.9376363636363,10.836363636363636,0,normal,55,0.0
device_71364516-725f-45,55,925.4050909090909,10.018181818181818,0,normal,55,0.0
device_7371a0f8-16d4-43,11,451.90090909090907,13.909090909090908,0,impatient,11,0.0
device_74178d6a-f722-4a,10,341.02,15.9,0,bot,10,0.0
device_747a67a6-e273-48,11,87.31,23.09090909090909,0,bot,11,0.0
device_74d69097-ae58-47,11,50.54272727272728,32.36363636363637,1,fraud,11,9.09
device_756d7069-417a-42,11,49.378181818181815,32.36363636363637,1,fraud,11,9.09
device_75fc9d9d-0fd0-40,11,404.28363636363633,11.818181818181818,0,impatient,11,0.0
device_760158ab-505c-49,11,47.57636363636364,31.727272727272727,1,fraud,11,9.09
device_7932a58d-18d6-46,10,58.266,36.5,5,fraud,10,50.0
device_79a3e5b9-ce3e-4d,11,502.30090909090904,13.181818181818182,0,impatient,11,0.0
device_7a156101-9146-4d,11,60.42545454545455,32.36363636363637,1,fraud,11,9.09
device_7a2c4c07-cd4b-44,11,412.95454545454544,10.090909090909092,0,dormant,11,0.0
device_7a3b9979-16be-48,11,1416.3763636363635,9.181818181818182,0,dormant,11,0.0
device_7af3067f-1781-4d,4,1083.0575000000001,3.5,0,normal,4,0.0
device_7b95a681-553a-4a,11,747.6472727272728,8.272727272727273,0,dormant,11,0.0
device_7dc62300-cf58-44,6,639.9916666666667,4.666666666666667,0,normal,6,0.0
device_7e0cf84f-75f8-40,11,762.7163636363636,13.909090909090908,0,impatient,11,0.0
device_7e1602f5-9645-44,55,918.645090909091,10.454545454545455,0,normal,55,0.0
device_7e230391-f6a3-4d,5,728.714,3.4,0,normal,5,0.0
device_83b8eb7d-0afa-49,11,135.51,18.272727272727273,0,bot,11,0.0
device_83ed4ecc-84b7-41,316,852.8605063291138,21.338607594936708,0,normal,316,0.0
device_84f49cb4-3c3f-4b,11,2421.5054545454545,7.909090909090909,0,dormant,11,0.0
device_89e75452-8121-49,11,437.56999999999994,14.636363636363637,0,bot,11,0.0
device_8ca699fa-7811-46,55,753.8370909090909,10.836363636363636,0,normal,55,0.0
device_8cfdfab2-c66b-47,1,47.27,0.0,0,normal,1,0.0
device_8d270ac8-9797-4e,55,915.2696363636364,10.654545454545454,0,normal,55,0.0
device_8d85900a-d6f3-42,5,1176.284,6.2,0,dormant,5,0.0
device_8e6900b1-c387-4f,11,39.38272727272727,31.454545454545453,0,fraud,11,0.0
device_8f7bbbf2-fcab-4f,11,221.29,14.636363636363637,0,bot,11,0.0
device_90a61646-6629-4b,6,621.5766666666667,4.666666666666667,0,normal,6,0.0
device_9232f5cb-0603-45,310,984.8559032258065,20.358064516129033,0,normal,310,0.0
device_93e9fee9-d5f5-4a,11,50.875454545454545,32.36363636363637,0,fraud,11,0.0
device_9417ed55-6db7-4e,11,221.7318181818182,14.363636363636363,0,impatient,11,0.0
device_9485a2c2-7cc9-4e,110,426.23,40.445454545454545,27,bot,110,24.55
device_95506e74-a23b-41,11,1437.760909090909,8.272727272727273,0,dormant,11,0.0
device_9681399c-541c-4e,11,2313.97,9.181818181818182,0,dormant,11,0.0
device_97877ef2-a645-44,11,1659.638181818182,5.7272727272727275,0,normal,11,0.0
device_978adb0a-f666-43,11,37.52454545454545,32.36363636363637,1,fraud,11,9.09
device_97af25f9-e469-42,11,38.449090909090906,34.18181818181818,3,fraud,11,27.27
device_98329875-2516-4d,11,920.5454545454545,7.0,0,dormant,11,0.0
device_98ae5751-7c0b-40,250,53.290839999999996,65.288,235,fraud,250,94.0
device_9bb5e732-0547-48,11,303.6781818181818,16.90909090909091,0,impatient,11,0.0
device_9d410ba6-4ca2-4d,11,67.21,18.272727272727273,0,bot,11,0.0
device_9d55850c-a38d-4c,11,55.48636363636364,32.36363636363637,1,fraud,11,9.09
device_9e17091f-1dde-46,9,447.6644444444444,6.0,0,normal,9,0.0
device_9ec6f0a1-c267-4f,55,727.1752727272727,10.654545454545454,0,normal,55,0.0
device_9f292778-ca72-4f,55,917.2365454545455,10.654545454545454,0,normal,55,0.0
device_a0de4e49-8d16-4b,11,725.0172727272728,14.0,0,impatient,11,0.0
device_a3b0df17-725f-49,11,1249.3190909090908,7.636363636363637,0,dormant,11,0.0
device_a40deb05-6737-46,5,559.29,4.2,0,normal,5,0.0
device_a49075ad-b7eb-42,11,67.23636363636363,32.36363636363637,1,fraud,11,9.09
device_a4d09213-ee06-47,10,45.684,30.7,1,fraud,10,10.0
device_a520d901-07bc-49,11,1418.259090909091,8.272727272727273,0,dormant,11,0.0
device_a54f79e7-f4f0-42,11,281.99,14.636363636363637,0,bot,11,0.0
device_a65769f5-eca4-46,150,1498.2666666666667,33.906666666666666,0,dormant,150,0.0
device_a6afac43-206a-49,11,2095.0472727272727,9.181818181818182,0,dormant,11,0.0
device_a746bf5d-53b6-44,11,669.3090909090909,16.272727272727273,0,impatient,11,0.0
device_a8e4b49b-7932-4a,11,1436.4627272727273,9.181818181818182,0,dormant,11,0.0
device_a9c14a8c-ec83-48,110,165.36,40.58181818181818,26,bot,110,23.64
device_aac56f07-934c-4a,11,496.67727272727274,13.909090909090908,0,impatient,11,0.0
device_ab3af891-9f79-42,6,192.475,4.666666666666667,0,normal,6,0.0
device_ad8e64ce-1785-40,7,776.04,5.0,0,dormant,7,0.0
device_adbbab8c-1636-47,11,688.0963636363635,15.090909090909092,0,impatient,11,0.0
device_ae4c9dc5-422d-4b,11,47.45727272727272,32.36363636363637,0,fraud,11,0.0
device_aea6be93-f3d3-47,55,823.9832727272727,12.745454545454546,0,normal,55,0.0
device_af5deff8-284a-4a,11,1611.1918181818182,8.272727272727273,0,dormant,11,0.0
device_b0e6b164-ddce-45,11,45.906363636363636,32.36363636363637,0,fraud,11,0.0
device_b12c35ef-66f4-45,11,55.63181818181818,32.36363636363637,0,fraud,11,0.0
device_b501acbc-9a18-4f,4,1138.65,3.5,0,normal,4,0.0
device_b595109f-8b24-48,10,342.72,13.5,0,bot,10,0.0
device_b728c0b9-e944-4e,11,105.36,14.0,0,bot,11,0.0
device_b836a2d9-6521-4b,11,360.6272727272727,20.545454545454547,0,impatient,11,0.0
device_b88cb4d6-d94a-49,11,79.34,18.272727272727273,0,bot,11,0.0
device_bad07974-97f3-43,150,70.38,47.513333333333335,100,bot,150,66.67
device_bafd5bfa-d9fe-4b,11,43.554545454545455,32.36363636363637,0,fraud,11,0.0
device_bb12efd9-1d5c-40,11,539.3672727272727,13.636363636363637,0,impatient,11,0.0
device_bcabe86a-8136-48,11,209.25,14.636363636363637,0,bot,11,0.0
device_bd5131e0-5096-44,110,1700.426181818182,31.28181818181818,0,dormant,110,0.0
device_bd79065d-1e04-47,11,55.88999999999999,18.272727272727273,0,bot,11,0.0
device_beee0725-4fbb-45,11,42.060909090909085,35.09090909090909,4,fraud,11,36.36
device_bf089cfc-6899-42,11,551.1481818181818,11.727272727272727,0,impatient,11,0.0
device_c1477a0f-4e40-4a,11,504.5954545454546,17.545454545454547,0,impatient,11,0.0
device_c1a203a9-84c6-46,14,869.9442857142857,6.928571428571429,0,normal,14,0.0
device_c1ad9e47-1476-4c,11,56.63,18.272727272727273,0,bot,11,0.0
device_c2570a3f-0f93-43,11,76.68,18.272727272727273,0,bot,11,0.0
device_c2e0a899-7d38-46,55,860.128909090909,10.654545454545454,0,normal,55,0.0
device_c38e2f11-f535-48,11,265.65,14.636363636363637,0,bot,11,0.0
device_c43078c7-ea54-4a,7,1125.9299999999998,7.857142857142857,0,dormant,7,0.0
device_c57c3ad7-d609-4e,11,291.5072727272727,13.181818181818182,0,impatient,11,0.0
device_c717b122-d842-4b,11,1070.18,8.272727272727273,0,dormant,11,0.0
device_c78bc216-7ae8-48,7,1539.4885714285715,5.0,0,dormant,7,0.0
device_c8834242-8d34-4f,11,517.8636363636364,10.727272727272727,0,impatient,11,0.0
device_c9638a21-2da5-4e,11,1602.3990909090908,11.0,0,dormant,11,0.0
device_ca62cc56-0d76-42,11,254.93,14.636363636363637,0,bot,11,0.0
device_caba6e17-e721-4b,4,1778.2075,3.5,0,normal,4,0.0
device_cb3b8e9c-ff28-4a,4,713.6025000000001,1.75,0,normal,4,0.0
device_cc5d4b3e-835d-44,11,2218.061818181818,15.545454545454545,0,dormant,11,0.0
device_ccdd6e1e-28c0-41,11,194.74000000000004,15.090909090909092,0,bot,11,0.0
device_cee14551-9a04-4d,11,42.64636363636364,32.36363636363637,0,fraud,11,0.0
device_cf2ff6d7-0a3d-43,11,47.50818181818182,31.454545454545453,0,fraud,11,0.0
device_d23ae483-86c7-44,10,488.78599999999994,16.5,0,impatient,10,0.0
device_d269f2c2-ada2-44,11,68.86181818181818,34.18181818181818,3,fraud,11,27.27
device_d3086463-ed85-4d,11,280.07,14.636363636363637,0,bot,11,0.0
device_d32d34d2-651b-47,11,35.97636363636364,32.36363636363637,1,fraud,11,9.09
device_d6b7b17d-ed9d-4b,11,66.47545454545455,31.90909090909091,1,fraud,11,9.09
device_d85e8936-4342-43,11,393.88000000000005,14.636363636363637,0,bot,11,0.0
device_db9720fd-87bf-49,10,528.966,6.6,0,normal,10,0.0
device_dc3bca00-f82f-4e,11,511.8354545454545,9.545454545454545,0,impatient,11,0.0
device_de6f2c87-5ea3-44,55,861.3161818181818,10.654545454545454,0,normal,55,0.0
device_de9b7cbe-f49c-46,11,2164.8481818181817,7.0,0,dormant,11,0.0
device_e037d1f0-0670-4c,55,781.1396363636363,10.654545454545454,0,normal,55,0.0
device_e0877ae2-8f11-41,11,709.2654545454545,13.272727272727273,0,impatient,11,0.0
device_e1328b64-804b-42,1,15.1,0.0,0,normal,1,0.0
device_e1ad557b-af7d-49,11,66.73727272727272,32.36363636363637,0,fraud,11,0.0
device_e348e4b9-9f94-45,11,1720.257272727273,9.181818181818182,0,dormant,11,0.0
device_e35a31b0-e1b2-45,11,369.14,15.545454545454545,0,bot,11,0.0
device_e4192be0-471d-47,5,1025.41,6.2,0,dormant,5,0.0
device_e42b10da-8b2f-47,1,22.07,0.0,0,normal,1,0.0
device_e67e4e9b-f725-4c,11,280.88,24.636363636363637,0,impatient,11,0.0
device_e6c80cb5-93ec-4e,11,959.930909090909,6.636363636363637,0,dormant,11,0.0
device_e6cd67b5-6117-4d,8,1389.135,6.125,0,dormant,8,0.0
device_e9858225-3f2f-49,4,704.635,3.5,0,normal,4,0.0
device_e9e58923-f33c-45,11,379.79,14.636363636363637,0,bot,11,0.0
device_e9f2ca52-6acd-4c,11,68.21181818181819,35.09090909090909,4,fraud,11,36.36
device_eac20361-ed16-46,11,752.8127272727273,15.727272727272727,0,impatient,11,0.0
device_ecdd9012-0f9f-47,11,1894.4009090909092,8.272727272727273,0,dormant,11,0.0
device_ed1ae30c-6a97-47,10,824.618,4.0,0,normal,10,0.0
device_ef322e13-4428-49,4,127.4425,3.5,0,dormant,4,0.0
device_f133b97c-866f-4a,11,42.35818181818182,31.727272727272727,0,fraud,11,0.0
device_f365fd32-6b2f-4f,11,267.58090909090913,19.181818181818183,0,impatient,11,0.0
device_f5f5fc2a-e45c-4e,11,332.9,14.636363636363637,0,bot,11,0.0
device_f92798ba-bd16-47,11,83.92,18.272727272727273,0,bot,11,0.0
device_f986e74f-0410-45,6,848.8966666666666,4.666666666666667,0,normal,6,0.0
device_faae5672-836a-41,11,291.14,14.636363636363637,0,bot,11,0.0
device_fb3088b9-0231-4b,11,62.45181818181818,32.36363636363637,0,fraud,11,0.0
device_fb6509ca-947e-44,11,499.56,14.636363636363637,0,bot,11,0.0
device_fbd0e428-ec22-4a,150,503.0867333333333,39.48,2,impatient,150,1.33
device_fc1e0756-3b17-42,6,1025.71,4.666666666666667,0,normal,6,0.0
device_ff10ff0b-54cf-45,4,653.5775,3.5,0,normal,4,0.0
